,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,Quarter
166,165,20170523,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,"6,600,000",NA,17,2017-Qtr2
167,166,20170523,The Print,Consumer Internet,News Portal,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,NA,NA,17,2017-Qtr2
168,167,20170523,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,"1,000,000",NA,17,2017-Qtr2
169,168,20170524,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,"580,000",NA,17,2017-Qtr2
170,169,20170525,Aye Finance,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private Equity,"8,000,000",NA,17,2017-Qtr2
171,170,20170526,WhatsLoan,Consumer Internet,Online Lending mobile app,Bangalore,Lahiri Music’s family office,Seed Funding,NA,NA,17,2017-Qtr2
172,171,20170529,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,NA,Seed Funding,NA,NA,17,2017-Qtr2
173,172,20170529,Nivesh,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,NA,NA,17,2017-Qtr2
174,173,20170529,Wowflux,Technology,image Processing solution,New Delhi,Undisclosed Investors,Seed Funding,NA,NA,17,2017-Qtr2
175,174,20170529,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,"3,500,000",NA,17,2017-Qtr2
176,175,20170530,Loadshare,Logistics,Express Logistics Network,Bangalore,Matrix Partners,Seed Funding,NA,NA,17,2017-Qtr2
177,176,20170530,SimpliLend,Consumer Internet,Online lending platform,New Delhi,Undisclosed Investors,Seed Funding,NA,NA,17,2017-Qtr2
178,177,20170530,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,"1,500,000",NA,17,2017-Qtr2
179,178,20170530,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,"80,000,000",NA,17,2017-Qtr2
180,179,20170531,SastaSundar,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,"5,000,000",NA,17,2017-Qtr2
181,180,20170531,Magicpin,Consumer Internet,Hyperlocal Discovery  & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,"7,000,000",NA,17,2017-Qtr2
182,181,20170401,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,"3,800,000",NA,17,2017-Qtr2
183,182,20170403,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,"8,200,000",NA,17,2017-Qtr2
184,183,20170403,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,NA,NA,17,2017-Qtr2
185,184,20170403,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,"40,000,000",NA,17,2017-Qtr2
186,185,20170403,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,NA,NA,17,2017-Qtr2
187,186,20170403,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,Unicorn India Ventures & Others,Private Equity,NA,NA,17,2017-Qtr2
188,187,20170404,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,"2,700,000",NA,17,2017-Qtr2
189,188,20170404,Perfios,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,"6,100,000",NA,17,2017-Qtr2
190,189,20170404,Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,"3,690,000",NA,17,2017-Qtr2
191,190,20170404,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,"7,000,000",NA,17,2017-Qtr2
192,191,20170404,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,"500,000",NA,17,2017-Qtr2
193,192,20170404,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,"500,000",NA,17,2017-Qtr2
194,193,20170405,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed Funding,NA,NA,17,2017-Qtr2
195,194,20170405,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,"3,000,000",NA,17,2017-Qtr2
196,195,20170405,DataWeave,Technology,Business Intelligence Solutions,Bangalore,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,NA,NA,17,2017-Qtr2
197,196,20170406,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,"21,000,000",NA,17,2017-Qtr2
198,197,20170406,Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,"5,000,000",NA,17,2017-Qtr2
199,198,20170407,Startup Buddy,Consumer Internet,Startup Support Platform,Gurgaon,"YouWeCan Ventures,",Seed Funding,NA,NA,17,2017-Qtr2
200,199,20170407,QorQI,Healthcare,Online Healthcare provider,Noida,Paytm,Seed Funding,NA,NA,17,2017-Qtr2
201,200,20170407,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Seed Funding,NA,NA,17,2017-Qtr2
202,201,20170407,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,"18,000,000",NA,17,2017-Qtr2
203,202,20170408,WonderChef,eCommerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberlé,Private Equity,NA,NA,17,2017-Qtr2
204,203,20170408,FastFox,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,"4,600,000",NA,17,2017-Qtr2
205,204,20170410,Omnify,Technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,"150,000",NA,17,2017-Qtr2
206,205,20170410,Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,"2,300,000",NA,17,2017-Qtr2
207,206,20170411,Ninjacart,eCommerce,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekani’s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,"5,500,000",NA,17,2017-Qtr2
208,207,20170411,MergerWare,Technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Seed Funding,"100,000",NA,17,2017-Qtr2
209,208,20170411,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,New Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,NA,NA,17,2017-Qtr2
210,209,20170412,Clovia,eCommerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,"4,000,000",NA,17,2017-Qtr2
211,210,20170412,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,"4,500,000",NA,17,2017-Qtr2
212,211,20170412,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,"4,500,000",NA,17,2017-Qtr2
213,212,20170412,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,"2,100,000",NA,17,2017-Qtr2
214,213,20170412,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,NA,NA,17,2017-Qtr2
215,214,20170412,ScoutMyTrip,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Seed Funding,NA,NA,17,2017-Qtr2
216,215,20170413,SafetyKart,eCommerce,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private Equity,NA,NA,17,2017-Qtr2
217,216,20170413,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,"7,700,000",NA,17,2017-Qtr2
218,217,20170414,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,"260,000,000",NA,17,2017-Qtr2
219,218,20170415,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,"310,000",NA,17,2017-Qtr2
220,219,20170417,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,"1,500,000",NA,17,2017-Qtr2
221,220,20170417,Navia Life Care,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Seed Funding,NA,NA,17,2017-Qtr2
222,221,20170417,Raw Pressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,NA,NA,17,2017-Qtr2
223,222,20170417,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,"175,000",NA,17,2017-Qtr2
224,223,20170417,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,"620,000",NA,17,2017-Qtr2
225,224,20170417,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Seed Funding,NA,NA,17,2017-Qtr2
226,225,20170417,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,"4,650,000",NA,17,2017-Qtr2
227,226,20170418,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,"2,000,000",NA,17,2017-Qtr2
228,227,20170418,Whodat,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,"600,000",NA,17,2017-Qtr2
229,228,20170418,Absentia VR,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,"1,250,000",NA,17,2017-Qtr2
230,229,20170419,IOTrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding,"155,000",NA,17,2017-Qtr2
231,230,20170420,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,"3,000,000",NA,17,2017-Qtr2
232,231,20170420,Wooplr,eCommerce,Social Commerce  Fashion platform,Bangalore,Ankit Nagori,Private Equity,NA,NA,17,2017-Qtr2
233,232,20170421,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,"1,000,000",NA,17,2017-Qtr2
234,233,20170424,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,"6,300,000",NA,17,2017-Qtr2
235,234,20170424,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,"250,000,000",NA,17,2017-Qtr2
236,235,20170424,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,"3,200,000",NA,17,2017-Qtr2
237,236,20170424,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,NA,NA,17,2017-Qtr2
238,237,20170425,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,"245,000",NA,17,2017-Qtr2
239,238,20170425,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,"3,100,000",NA,17,2017-Qtr2
240,239,20170426,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,"20,000,000",NA,17,2017-Qtr2
241,240,20170426,Myra,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Equity,NA,NA,17,2017-Qtr2
242,241,20170426,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,"11,000,000",NA,17,2017-Qtr2
243,242,20170426,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,"1,500,000",NA,17,2017-Qtr2
244,243,20170426,StalkBuyLove,eCommerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,"1,000,000",NA,17,2017-Qtr2
245,244,20170426,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,NA,NA,17,2017-Qtr2
246,245,20170427,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,"3,600,000",NA,17,2017-Qtr2
247,246,20170427,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,NA,NA,17,2017-Qtr2
248,247,20170427,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,NA,NA,17,2017-Qtr2
249,248,20170427,iNurture,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,"1,500,000",NA,17,2017-Qtr2
250,249,20170428,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,"750,000",NA,17,2017-Qtr2
251,250,20170428,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,NA,NA,17,2017-Qtr2
252,251,20170429,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,NA,NA,17,2017-Qtr2
253,252,20170301,Ola,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,"330,000,000",NA,17,2017-Qtr1
254,253,20170301,Belong,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,"10,000,000",NA,17,2017-Qtr1
255,254,20170301,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,NA,NA,17,2017-Qtr1
256,255,20170301,Paalak,ECommerce,Fresh Produce Selling portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,NA,NA,17,2017-Qtr1
257,256,20170302,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,"1,500,000",NA,17,2017-Qtr1
258,257,20170302,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,"500,000",NA,17,2017-Qtr1
259,258,20170302,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,"2,500,000",NA,17,2017-Qtr1
260,259,20170302,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,NA,NA,17,2017-Qtr1
261,260,20170302,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,"7,600,000",NA,17,2017-Qtr1
262,261,20170303,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,NA,NA,17,2017-Qtr1
263,262,20170303,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,"275,000",NA,17,2017-Qtr1
264,263,20170303,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,NA,NA,17,2017-Qtr1
265,264,20170303,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,"6,700,000",NA,17,2017-Qtr1
266,265,20170303,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,NA,NA,17,2017-Qtr1
267,266,20170303,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,"200,000,000",NA,17,2017-Qtr1
268,267,20170304,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,"19,500,000",NA,17,2017-Qtr1
269,268,20170306,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,"1,200,000",NA,17,2017-Qtr1
270,269,20170306,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,"150,000",NA,17,2017-Qtr1
271,270,20170306,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,"1,790,000",NA,17,2017-Qtr1
272,271,20170307,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,"10,000,000",NA,17,2017-Qtr1
273,272,20170307,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,"10,000,000",NA,17,2017-Qtr1
274,273,20170307,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,"1,000,000",NA,17,2017-Qtr1
275,274,20170307,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,"30,000",NA,17,2017-Qtr1
276,275,20170307,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,"3,650,000",NA,17,2017-Qtr1
277,276,20170308,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,"15,000,000",NA,17,2017-Qtr1
278,277,20170308,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,"1,100,000",NA,17,2017-Qtr1
279,278,20170308,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,"120,000",NA,17,2017-Qtr1
280,279,20170308,Parentune,Consumer Internet,Online Community for Parents,Gurgaon,"Kae Capital, SEGNEL Ventures",Private Equity,NA,NA,17,2017-Qtr1
281,280,20170309,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding,"500,000",NA,17,2017-Qtr1
282,281,20170309,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,"4,500,000",NA,17,2017-Qtr1
283,282,20170310,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,"443,000",NA,17,2017-Qtr1
284,283,20170310,iOrderFresh,ECommerce,Online fresh fruits and grocery store,New Delhi,Singapore Angel Network,Seed Funding,NA,NA,17,2017-Qtr1
285,284,20170310,Lavelle Networks,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding,"600,000",NA,17,2017-Qtr1
